rep_airp\time;totalVuelos;periodo;país
BE_EBAW;2051;2019M01 ;Belgica
BE_EBCI;4160;2019M01 ;Belgica
BE_EBLG;2545;2019M01 ;Belgica
BE_EBOS;1519;2019M01 ;Belgica
BG_LBBG;167;2019M01 ;Bulgaria
BG_LBPD;148;2019M01 ;Bulgaria
BG_LBSF;4591;2019M01 ;Bulgaria
BG_LBWN;513;2019M01 ;Bulgaria
CY_LCLK;3523;2019M01 ;Chipre
CY_LCPH;858;2019M01 ;Chipre
CZ_LKKV;129;2019M01 ;Republica Checa
CZ_LKMT;647;2019M01 ;Republica Checa
CZ_LKPD;84;2019M01 ;Republica Checa
CZ_LKPR;9438;2019M01 ;Republica Checa
CZ_LKTB;1536;2019M01 ;Republica Checa
DK_EKAH;2022;2019M01 ;Dinamarca
DK_EKBI;3778;2019M01 ;Dinamarca
DK_EKCH;19398;2019M01 ;Dinamarca
DK_EKEB;1293;2019M01 ;Dinamarca
DK_EKKA;432;2019M01 ;Dinamarca
DK_EKRK;3379;2019M01 ;Dinamarca
DK_EKRN;682;2019M01 ;Dinamarca
DK_EKSB;351;2019M01 ;Dinamarca
DK_EKTS;205;2019M01 ;Dinamarca
DK_EKYT;1694;2019M01 ;Dinamarca
EE_EETN;3146;2019M01 ;Estonia
EL_LGAL;258;2019M01 ;Grecia
EL_LGAV;13344;2019M01 ;Grecia
EL_LGBL;4;2019M01 ;Grecia
EL_LGHI;430;2019M01 ;Grecia
EL_LGIK;72;2019M01 ;Grecia
EL_LGIO;152;2019M01 ;Grecia
EL_LGIR;1012;2019M01 ;Grecia
EL_LGKA;8;2019M01 ;Grecia
EL_LGKC;32;2019M01 ;Grecia
EL_LGKF;84;2019M01 ;Grecia
EL_LGKJ;20;2019M01 ;Grecia
EL_LGKL;42;2019M01 ;Grecia
EL_LGKO;302;2019M01 ;Grecia
EL_LGKP;106;2019M01 ;Grecia
EL_LGKR;254;2019M01 ;Grecia
EL_LGKS;24;2019M01 ;Grecia
EL_LGKV;108;2019M01 ;Grecia
EL_LGKY;34;2019M01 ;Grecia
EL_LGKZ;8;2019M01 ;Grecia
EL_LGLE;56;2019M01 ;Grecia
EL_LGLM;196;2019M01 ;Grecia
EL_LGMK;122;2019M01 ;Grecia
EL_LGML;74;2019M01 ;Grecia
EL_LGMT;456;2019M01 ;Grecia
EL_LGNX;84;2019M01 ;Grecia
EL_LGPA;122;2019M01 ;Grecia
EL_LGPL;44;2019M01 ;Grecia
EL_LGPZ;14;2019M01 ;Grecia
EL_LGRP;424;2019M01 ;Grecia
EL_LGRX;2;2019M01 ;Grecia
EL_LGSA;464;2019M01 ;Grecia
EL_LGSK;14;2019M01 ;Grecia
EL_LGSM;244;2019M01 ;Grecia
EL_LGSO;42;2019M01 ;Grecia
EL_LGSR;338;2019M01 ;Grecia
EL_LGST;74;2019M01 ;Grecia
EL_LGSY;49;2019M01 ;Grecia
EL_LGTS;3117;2019M01 ;Grecia
EL_LGZA;76;2019M01 ;Grecia
ES_GCFV;32;2019M01 ;España
ES_GCFV;1020;2019M01 ;España
ES_GCFV;2952;2019M01 ;España
ES_GCFV;4004;2019M01 ;España
ES_GCGM;256;2019M01 ;España
ES_GCGM;256;2019M01 ;España
ES_GCHI;204;2019M01 ;España
ES_GCHI;258;2019M01 ;España
ES_GCHI;462;2019M01 ;España
ES_GCLA;842;2019M01 ;España
ES_GCLA;1151;2019M01 ;España
ES_GCLA;1993;2019M01 ;España
ES_GCLP;16;2019M01 ;España
ES_GCLP;2370;2019M01 ;España
ES_GCLP;9014;2019M01 ;España
ES_GCLP;11400;2019M01 ;España
ES_GCRR;8;2019M01 ;España
ES_GCRR;985;2019M01 ;España
ES_GCRR;4095;2019M01 ;España
ES_GCRR;5088;2019M01 ;España
ES_GCTS;52;2019M01 ;España
ES_GCTS;727;2019M01 ;España
ES_GCTS;5993;2019M01 ;España
ES_GCTS;6772;2019M01 ;España
ES_GCXO;1;2019M01 ;España
ES_GCXO;2135;2019M01 ;España
ES_GCXO;3878;2019M01 ;España
ES_GCXO;6014;2019M01 ;España
ES_GECT;590;2019M01 ;España
ES_GECT;590;2019M01 ;España
ES_GEML;222;2019M01 ;España
ES_GEML;433;2019M01 ;España
ES_GEML;655;2019M01 ;España
ES_LEAL;31;2019M01 ;España
ES_LEAL;825;2019M01 ;España
ES_LEAL;5148;2019M01 ;España
ES_LEAL;6004;2019M01 ;España
ES_LEAM;12;2019M01 ;España
ES_LEAM;149;2019M01 ;España
ES_LEAM;442;2019M01 ;España
ES_LEAM;603;2019M01 ;España
ES_LEAS;12;2019M01 ;España
ES_LEAS;32;2019M01 ;España
ES_LEAS;637;2019M01 ;España
ES_LEAS;681;2019M01 ;España
ES_LEBB;5;2019M01 ;España
ES_LEBB;472;2019M01 ;España
ES_LEBB;2962;2019M01 ;España
ES_LEBB;3439;2019M01 ;España
ES_LEBL;90;2019M01 ;España
ES_LEBL;3306;2019M01 ;España
ES_LEBL;20575;2019M01 ;España
ES_LEBL;23971;2019M01 ;España
ES_LEBZ;20;2019M01 ;España
ES_LEBZ;48;2019M01 ;España
ES_LEBZ;139;2019M01 ;España
ES_LEBZ;207;2019M01 ;España
ES_LECO;12;2019M01 ;España
ES_LECO;49;2019M01 ;España
ES_LECO;1140;2019M01 ;España
ES_LECO;1201;2019M01 ;España
ES_LEGE;67;2019M01 ;España
ES_LEGE;75;2019M01 ;España
ES_LEGE;395;2019M01 ;España
ES_LEGE;537;2019M01 ;España
ES_LEGR;26;2019M01 ;España
ES_LEGR;281;2019M01 ;España
ES_LEGR;696;2019M01 ;España
ES_LEGR;1003;2019M01 ;España
ES_LEIB;65;2019M01 ;España
ES_LEIB;713;2019M01 ;España
ES_LEIB;1525;2019M01 ;España
ES_LEIB;2303;2019M01 ;España
ES_LEJR;12;2019M01 ;España
ES_LEJR;51;2019M01 ;España
ES_LEJR;3807;2019M01 ;España
ES_LEJR;3870;2019M01 ;España
ES_LELC;20;2019M01 ;España
ES_LELC;28;2019M01 ;España
ES_LELC;172;2019M01 ;España
ES_LELC;220;2019M01 ;España
ES_LELN;6;2019M01 ;España
ES_LELN;54;2019M01 ;España
ES_LELN;64;2019M01 ;España
ES_LELN;124;2019M01 ;España
ES_LEMD;242;2019M01 ;España
ES_LEMD;7507;2019M01 ;España
ES_LEMD;25156;2019M01 ;España
ES_LEMD;32905;2019M01 ;España
ES_LEMG;93;2019M01 ;España
ES_LEMG;1273;2019M01 ;España
ES_LEMG;7101;2019M01 ;España
ES_LEMG;8467;2019M01 ;España
ES_LEMH;6;2019M01 ;España
ES_LEMH;548;2019M01 ;España
ES_LEMH;598;2019M01 ;España
ES_LEMH;1152;2019M01 ;España
ES_LEPA;131;2019M01 ;España
ES_LEPA;1384;2019M01 ;España
ES_LEPA;6948;2019M01 ;España
ES_LEPA;8463;2019M01 ;España
ES_LEPP;11;2019M01 ;España
ES_LEPP;161;2019M01 ;España
ES_LEPP;228;2019M01 ;España
ES_LEPP;400;2019M01 ;España
ES_LERJ;4;2019M01 ;España
ES_LERJ;10;2019M01 ;España
ES_LERJ;51;2019M01 ;España
ES_LERJ;65;2019M01 ;España
ES_LERS;5;2019M01 ;España
ES_LERS;33;2019M01 ;España
ES_LERS;650;2019M01 ;España
ES_LERS;688;2019M01 ;España
ES_LESA;3;2019M01 ;España
ES_LESA;110;2019M01 ;España
ES_LESA;307;2019M01 ;España
ES_LESA;420;2019M01 ;España
ES_LESO;27;2019M01 ;España
ES_LESO;76;2019M01 ;España
ES_LESO;304;2019M01 ;España
ES_LESO;407;2019M01 ;España
ES_LEST;6;2019M01 ;España
ES_LEST;245;2019M01 ;España
ES_LEST;1205;2019M01 ;España
ES_LEST;1456;2019M01 ;España
ES_LEVC;146;2019M01 ;España
ES_LEVC;1431;2019M01 ;España
ES_LEVC;4109;2019M01 ;España
ES_LEVC;5686;2019M01 ;España
ES_LEVD;2;2019M01 ;España
ES_LEVD;34;2019M01 ;España
ES_LEVD;163;2019M01 ;España
ES_LEVD;199;2019M01 ;España
ES_LEVT;28;2019M01 ;España
ES_LEVT;737;2019M01 ;España
ES_LEVT;765;2019M01 ;España
ES_LEVX;10;2019M01 ;España
ES_LEVX;81;2019M01 ;España
ES_LEVX;742;2019M01 ;España
ES_LEVX;833;2019M01 ;España
ES_LEXJ;18;2019M01 ;España
ES_LEXJ;56;2019M01 ;España
ES_LEXJ;599;2019M01 ;España
ES_LEXJ;673;2019M01 ;España
ES_LEZG;8;2019M01 ;España
ES_LEZG;236;2019M01 ;España
ES_LEZG;302;2019M01 ;España
ES_LEZG;546;2019M01 ;España
ES_LEZL;37;2019M01 ;España
ES_LEZL;517;2019M01 ;España
ES_LEZL;4358;2019M01 ;España
ES_LEZL;4912;2019M01 ;España
FI_EFET;16;2019M01 ;Finlandia
FI_EFHA;3;2019M01 ;Finlandia
FI_EFHK;15616;2019M01 ;Finlandia
FI_EFIV;352;2019M01 ;Finlandia
FI_EFJO;259;2019M01 ;Finlandia
FI_EFJY;275;2019M01 ;Finlandia
FI_EFKE;200;2019M01 ;Finlandia
FI_EFKI;224;2019M01 ;Finlandia
FI_EFKK;202;2019M01 ;Finlandia
FI_EFKS;206;2019M01 ;Finlandia
FI_EFKT;578;2019M01 ;Finlandia
FI_EFKU;383;2019M01 ;Finlandia
FI_EFMA;289;2019M01 ;Finlandia
FI_EFOU;962;2019M01 ;Finlandia
FI_EFPO;443;2019M01 ;Finlandia
FI_EFRO;814;2019M01 ;Finlandia
FI_EFSA;70;2019M01 ;Finlandia
FI_EFTP;1226;2019M01 ;Finlandia
FI_EFTU;929;2019M01 ;Finlandia
FI_EFUT;8;2019M01 ;Finlandia
FI_EFVA;562;2019M01 ;Finlandia
FR_FMCZ;1130;2019M01 ;Francia
FR_FMEE;2786;2019M01 ;Francia
FR_FMEP;3783;2019M01 ;Francia
FR_LFAQ;775;2019M01 ;Francia
FR_LFBA;2851;2019M01 ;Francia
FR_LFBD;5744;2019M01 ;Francia
FR_LFBE;1251;2019M01 ;Francia
FR_LFBH;1952;2019M01 ;Francia
FR_LFBI;2386;2019M01 ;Francia
FR_LFBL;2141;2019M01 ;Francia
FR_LFBO;7919;2019M01 ;Francia
FR_LFBP;4128;2019M01 ;Francia
FR_LFBT;1096;2019M01 ;Francia
FR_LFBZ;1833;2019M01 ;Francia
FR_LFCK;1015;2019M01 ;Francia
FR_LFCR;1066;2019M01 ;Francia
FR_LFGJ;1057;2019M01 ;Francia
FR_LFJL;443;2019M01 ;Francia
FR_LFKB;2902;2019M01 ;Francia
FR_LFKC;245;2019M01 ;Francia
FR_LFKF;732;2019M01 ;Francia
FR_LFKJ;2287;2019M01 ;Francia
FR_LFLB;3075;2019M01 ;Francia
FR_LFLC;2980;2019M01 ;Francia
FR_LFLL;8527;2019M01 ;Francia
FR_LFLS;3426;2019M01 ;Francia
FR_LFLW;869;2019M01 ;Francia
FR_LFLX;1258;2019M01 ;Francia
FR_LFMH;2409;2019M01 ;Francia
FR_LFMK;1830;2019M01 ;Francia
FR_LFML;8193;2019M01 ;Francia
FR_LFMN;9578;2019M01 ;Francia
FR_LFMP;4497;2019M01 ;Francia
FR_LFMT;7083;2019M01 ;Francia
FR_LFMU;2422;2019M01 ;Francia
FR_LFOB;2654;2019M01 ;Francia
FR_LFOK;956;2019M01 ;Francia
FR_LFOT;539;2019M01 ;Francia
FR_LFPB;3791;2019M01 ;Francia
FR_LFPG;38518;2019M01 ;Francia
FR_LFPO;17601;2019M01 ;Francia
FR_LFQQ;1326;2019M01 ;Francia
FR_LFRB;1946;2019M01 ;Francia
FR_LFRD;567;2019M01 ;Francia
FR_LFRG;48;2019M01 ;Francia
FR_LFRH;432;2019M01 ;Francia
FR_LFRK;1872;2019M01 ;Francia
FR_LFRN;4145;2019M01 ;Francia
FR_LFRO;1056;2019M01 ;Francia
FR_LFRQ;855;2019M01 ;Francia
FR_LFRS;4489;2019M01 ;Francia
FR_LFRZ;571;2019M01 ;Francia
FR_LFSB;1943;2019M01 ;Francia
FR_LFSL;1159;2019M01 ;Francia
FR_LFST;2265;2019M01 ;Francia
FR_LFTH;537;2019M01 ;Francia
FR_LFTW;2418;2019M01 ;Francia
FR_SOCA;695;2019M01 ;Francia
FR_SOOA;379;2019M01 ;Francia
FR_TFFF;3483;2019M01 ;Francia
FR_TFFG;1016;2019M01 ;Francia
FR_TFFR;2558;2019M01 ;Francia
HR_LDDU;380;2019M01 ;Croacia
HR_LDOS;111;2019M01 ;Croacia
HR_LDPL;218;2019M01 ;Croacia
HR_LDRI;81;2019M01 ;Croacia
HR_LDSP;663;2019M01 ;Croacia
HR_LDZA;3018;2019M01 ;Croacia
HR_LDZD;198;2019M01 ;Croacia
HU_LHBP;8513;2019M01 ;Hungria
HU_LHDC;290;2019M01 ;Hungria
IE_EICK;3314;2019M01 ;Irlanda
IE_EIDW;17142;2019M01 ;Irlanda
IE_EIKN;472;2019M01 ;Irlanda
IE_EIKY;320;2019M01 ;Irlanda
IE_EINN;1308;2019M01 ;Irlanda
IS_BIAR;16;2019M01 ;Islandia
IS_BIAR;465;2019M01 ;Islandia
IS_BIAR;481;2019M01 ;Islandia
IS_BIEG;4;2019M01 ;Islandia
IS_BIEG;6;2019M01 ;Islandia
IS_BIEG;194;2019M01 ;Islandia
IS_BIEG;204;2019M01 ;Islandia
IS_BIKF;240;2019M01 ;Islandia
IS_BIKF;2014;2019M01 ;Islandia
IS_BIKF;2023;2019M01 ;Islandia
IS_BIKF;4277;2019M01 ;Islandia
IS_BIRK;4;2019M01 ;Islandia
IS_BIRK;74;2019M01 ;Islandia
IS_BIRK;1187;2019M01 ;Islandia
IS_BIRK;1265;2019M01 ;Islandia
IS_BIVM;116;2019M01 ;Islandia
IS_BIVM;116;2019M01 ;Islandia
IT_LIBC;36;2019M01 ;Italia
IT_LIBD;2773;2019M01 ;Italia
IT_LIBP;725;2019M01 ;Italia
IT_LIBR;1154;2019M01 ;Italia
IT_LICA;1541;2019M01 ;Italia
IT_LICB;195;2019M01 ;Italia
IT_LICC;4865;2019M01 ;Italia
IT_LICD;292;2019M01 ;Italia
IT_LICG;241;2019M01 ;Italia
IT_LICJ;3318;2019M01 ;Italia
IT_LICR;465;2019M01 ;Italia
IT_LICT;428;2019M01 ;Italia
IT_LIEA;522;2019M01 ;Italia
IT_LIEE;2130;2019M01 ;Italia
IT_LIEO;455;2019M01 ;Italia
IT_LIMC;14843;2019M01 ;Italia
IT_LIME;6957;2019M01 ;Italia
IT_LIMF;3943;2019M01 ;Italia
IT_LIMJ;1140;2019M01 ;Italia
IT_LIML;9023;2019M01 ;Italia
IT_LIMP;67;2019M01 ;Italia
IT_LIMZ;353;2019M01 ;Italia
IT_LIPE;5605;2019M01 ;Italia
IT_LIPH;1948;2019M01 ;Italia
IT_LIPO;648;2019M01 ;Italia
IT_LIPQ;994;2019M01 ;Italia
IT_LIPR;163;2019M01 ;Italia
IT_LIPX;2010;2019M01 ;Italia
IT_LIPY;707;2019M01 ;Italia
IT_LIPZ;5857;2019M01 ;Italia
IT_LIRA;3923;2019M01 ;Italia
IT_LIRF;23027;2019M01 ;Italia
IT_LIRN;4728;2019M01 ;Italia
IT_LIRP;2456;2019M01 ;Italia
IT_LIRQ;2186;2019M01 ;Italia
IT_LIRZ;202;2019M01 ;Italia
LT_EYKA;774;2019M01 ;Lituania
LT_EYPA;286;2019M01 ;Lituania
LT_EYSA;4;2019M01 ;Lituania
LT_EYVI;3492;2019M01 ;Lituania
LU_ELLX;5083;2019M01 ;Luxemburgo
LV_EVRA;6267;2019M01 ;Letonia
MK_LWOH;66;2019M01 ;Macedonia del Norte
MK_LWSK;1297;2019M01 ;Macedonia del Norte
MT_LMML;225;2019M01 ;Malta
MT_LMML;281;2019M01 ;Malta
MT_LMML;3171;2019M01 ;Malta
MT_LMML;3677;2019M01 ;Malta
NL_EHAM;37938;2019M01 ;Paises Bajos
NL_EHBK;807;2019M01 ;Paises Bajos
NL_EHEH;2694;2019M01 ;Paises Bajos
NL_EHGG;1983;2019M01 ;Paises Bajos
NL_EHRD;2964;2019M01 ;Paises Bajos
NO_ENAL;1181;2019M01 ;Noruega
NO_ENAN;267;2019M01 ;Noruega
NO_ENAT;752;2019M01 ;Noruega
NO_ENBL;421;2019M01 ;Noruega
NO_ENBN;613;2019M01 ;Noruega
NO_ENBO;3221;2019M01 ;Noruega
NO_ENBR;6924;2019M01 ;Noruega
NO_ENBS;194;2019M01 ;Noruega
NO_ENBV;148;2019M01 ;Noruega
NO_ENCN;1476;2019M01 ;Noruega
NO_ENDU;362;2019M01 ;Noruega
NO_ENEV;918;2019M01 ;Noruega
NO_ENFL;705;2019M01 ;Noruega
NO_ENGM;19552;2019M01 ;Noruega
NO_ENHD;512;2019M01 ;Noruega
NO_ENHF;829;2019M01 ;Noruega
NO_ENHK;148;2019M01 ;Noruega
NO_ENHV;169;2019M01 ;Noruega
NO_ENKB;778;2019M01 ;Noruega
NO_ENKR;669;2019M01 ;Noruega
NO_ENLK;472;2019M01 ;Noruega
NO_ENMH;212;2019M01 ;Noruega
NO_ENML;462;2019M01 ;Noruega
NO_ENMS;301;2019M01 ;Noruega
NO_ENNA;206;2019M01 ;Noruega
NO_ENNM;227;2019M01 ;Noruega
NO_ENNO;40;2019M01 ;Noruega
NO_ENOL;113;2019M01 ;Noruega
NO_ENOV;429;2019M01 ;Noruega
NO_ENRA;425;2019M01 ;Noruega
NO_ENRM;204;2019M01 ;Noruega
NO_ENRO;103;2019M01 ;Noruega
NO_ENRS;104;2019M01 ;Noruega
NO_ENSB;239;2019M01 ;Noruega
NO_ENSD;193;2019M01 ;Noruega
NO_ENSG;413;2019M01 ;Noruega
NO_ENSH;333;2019M01 ;Noruega
NO_ENSK;505;2019M01 ;Noruega
NO_ENSN;1;2019M01 ;Noruega
NO_ENSO;131;2019M01 ;Noruega
NO_ENSR;160;2019M01 ;Noruega
NO_ENSS;220;2019M01 ;Noruega
NO_ENST;356;2019M01 ;Noruega
NO_ENTC;3618;2019M01 ;Noruega
NO_ENTO;1687;2019M01 ;Noruega
NO_ENVA;4365;2019M01 ;Noruega
NO_ENVD;577;2019M01 ;Noruega
NO_ENVR;90;2019M01 ;Noruega
NO_ENZV;5377;2019M01 ;Noruega
PL_EPBY;136;2019M01 ;Polonia
PL_EPBY;260;2019M01 ;Polonia
PL_EPBY;396;2019M01 ;Polonia
PL_EPMO;1489;2019M01 ;Polonia
PL_EPMO;1489;2019M01 ;Polonia
PL_EPWA;1312;2019M01 ;Polonia
PL_EPWA;12880;2019M01 ;Polonia
PL_EPWA;14558;2019M01 ;Polonia
PL_EPWR;47;2019M01 ;Polonia
PL_EPWR;2009;2019M01 ;Polonia
PL_EPWR;2301;2019M01 ;Polonia
PT_LPAZ;274;2019M01 ;Portugal
PT_LPBG;201;2019M01 ;Portugal
PT_LPBJ;28;2019M01 ;Portugal
PT_LPCR;81;2019M01 ;Portugal
PT_LPCS;2005;2019M01 ;Portugal
PT_LPFL;98;2019M01 ;Portugal
PT_LPFR;2614;2019M01 ;Portugal
PT_LPGR;155;2019M01 ;Portugal
PT_LPHR;310;2019M01 ;Portugal
PT_LPLA;863;2019M01 ;Portugal
PT_LPMA;2005;2019M01 ;Portugal
PT_LPPD;1352;2019M01 ;Portugal
PT_LPPI;155;2019M01 ;Portugal
PT_LPPM;145;2019M01 ;Portugal
PT_LPPR;7110;2019M01 ;Portugal
PT_LPPS;219;2019M01 ;Portugal
PT_LPPT;16404;2019M01 ;Portugal
PT_LPSJ;139;2019M01 ;Portugal
PT_LPVR;94;2019M01 ;Portugal
PT_LPVZ;148;2019M01 ;Portugal
RO_LRBC;260;2019M01 ;Rumania
RO_LRBM;8;2019M01 ;Rumania
RO_LRCK;75;2019M01 ;Rumania
RO_LRCL;1756;2019M01 ;Rumania
RO_LRCV;220;2019M01 ;Rumania
RO_LRIA;947;2019M01 ;Rumania
RO_LROD;136;2019M01 ;Rumania
RO_LROP;9304;2019M01 ;Rumania
RO_LRSB;524;2019M01 ;Rumania
RO_LRSM;105;2019M01 ;Rumania
RO_LRSV;234;2019M01 ;Rumania
RO_LRTM;91;2019M01 ;Rumania
RO_LRTR;1293;2019M01 ;Rumania
RS_LYBE;4637;2019M01 ;Serbia
RS_LYNI;192;2019M01 ;Serbia
SE_ESDF;385;2019M01 ;Suecia
SE_ESGG;5367;2019M01 ;Suecia
SE_ESGJ;688;2019M01 ;Suecia
SE_ESGT;280;2019M01 ;Suecia
SE_ESKN;1248;2019M01 ;Suecia
SE_ESMK;230;2019M01 ;Suecia
SE_ESMQ;663;2019M01 ;Suecia
SE_ESMS;2297;2019M01 ;Suecia
SE_ESMT;302;2019M01 ;Suecia
SE_ESMX;346;2019M01 ;Suecia
SE_ESNG;249;2019M01 ;Suecia
SE_ESNL;204;2019M01 ;Suecia
SE_ESNN;440;2019M01 ;Suecia
SE_ESNO;171;2019M01 ;Suecia
SE_ESNQ;372;2019M01 ;Suecia
SE_ESNS;329;2019M01 ;Suecia
SE_ESNU;1348;2019M01 ;Suecia
SE_ESNV;110;2019M01 ;Suecia
SE_ESNX;305;2019M01 ;Suecia
SE_ESNZ;960;2019M01 ;Suecia
SE_ESOE;290;2019M01 ;Suecia
SE_ESOK;350;2019M01 ;Suecia
SE_ESOW;637;2019M01 ;Suecia
SE_ESPA;1119;2019M01 ;Suecia
SE_ESSA;18257;2019M01 ;Suecia
SE_ESSB;4340;2019M01 ;Suecia
SE_ESSD;168;2019M01 ;Suecia
SE_ESSL;363;2019M01 ;Suecia
SE_ESSP;253;2019M01 ;Suecia
SE_ESSV;853;2019M01 ;Suecia
SE_ESTA;683;2019M01 ;Suecia
SI_LJLJ;2509;2019M01 ;Eslovenia
SK_LZIB;1557;2019M01 ;Eslovaquia
SK_LZKZ;996;2019M01 ;Eslovaquia
SK_LZSL;39;2019M01 ;Eslovaquia
SK_LZTT;298;2019M01 ;Eslovaquia
TR_LTAC;8685;2019M01 ;Turquia
TR_LTAF;3217;2019M01 ;Turquia
TR_LTAI;6977;2019M01 ;Turquia
TR_LTAJ;1579;2019M01 ;Turquia
TR_LTAL;38;2019M01 ;Turquia
TR_LTAN;591;2019M01 ;Turquia
TR_LTAP;134;2019M01 ;Turquia
TR_LTAR;316;2019M01 ;Turquia
TR_LTAS;14;2019M01 ;Turquia
TR_LTAT;422;2019M01 ;Turquia
TR_LTAU;1210;2019M01 ;Turquia
TR_LTAW;12;2019M01 ;Turquia
TR_LTAY;384;2019M01 ;Turquia
TR_LTAZ;531;2019M01 ;Turquia
TR_LTBA;36509;2019M01 ;Turquia
TR_LTBD;968;2019M01 ;Turquia
TR_LTBF;2;2019M01 ;Turquia
TR_LTBH;150;2019M01 ;Turquia
TR_LTBJ;6250;2019M01 ;Turquia
TR_LTBO;22;2019M01 ;Turquia
TR_LTBQ;67;2019M01 ;Turquia
TR_LTBR;229;2019M01 ;Turquia
TR_LTBS;522;2019M01 ;Turquia
TR_LTBU;1061;2019M01 ;Turquia
TR_LTBY;396;2019M01 ;Turquia
TR_LTBZ;60;2019M01 ;Turquia
TR_LTCA;494;2019M01 ;Turquia
TR_LTCB;631;2019M01 ;Turquia
TR_LTCC;976;2019M01 ;Turquia
TR_LTCD;228;2019M01 ;Turquia
TR_LTCE;645;2019M01 ;Turquia
TR_LTCF;348;2019M01 ;Turquia
TR_LTCG;1893;2019M01 ;Turquia
TR_LTCI;758;2019M01 ;Turquia
TR_LTCJ;396;2019M01 ;Turquia
TR_LTCK;204;2019M01 ;Turquia
TR_LTCL;6;2019M01 ;Turquia
TR_LTCM;84;2019M01 ;Turquia
TR_LTCN;166;2019M01 ;Turquia
TR_LTCO;194;2019M01 ;Turquia
TR_LTCP;134;2019M01 ;Turquia
TR_LTCR;352;2019M01 ;Turquia
TR_LTCS;394;2019M01 ;Turquia
TR_LTCT;160;2019M01 ;Turquia
TR_LTCU;116;2019M01 ;Turquia
TR_LTCV;209;2019M01 ;Turquia
TR_LTCW;56;2019M01 ;Turquia
TR_LTDA;827;2019M01 ;Turquia
TR_LTFC;610;2019M01 ;Turquia
TR_LTFD;1139;2019M01 ;Turquia
TR_LTFE;722;2019M01 ;Turquia
TR_LTFG;272;2019M01 ;Turquia
TR_LTFH;1018;2019M01 ;Turquia
TR_LTFJ;18941;2019M01 ;Turquia
TR_LTFM;796;2019M01 ;Turquia
UK_EGAA;3524;2019M01 ;Reino Unido
UK_EGAA;4049;2019M01 ;Reino Unido
UK_EGAC;2600;2019M01 ;Reino Unido
UK_EGAC;2628;2019M01 ;Reino Unido
UK_EGAE;228;2019M01 ;Reino Unido
UK_EGAE;542;2019M01 ;Reino Unido
UK_EGBB;730;2019M01 ;Reino Unido
UK_EGBB;6494;2019M01 ;Reino Unido
UK_EGBB;7612;2019M01 ;Reino Unido
UK_EGBE;2341;2019M01 ;Reino Unido
UK_EGBJ;6129;2019M01 ;Reino Unido
UK_EGCC;1651;2019M01 ;Reino Unido
UK_EGCC;11693;2019M01 ;Reino Unido
UK_EGCC;13649;2019M01 ;Reino Unido
UK_EGCN;19;2019M01 ;Reino Unido
UK_EGCN;495;2019M01 ;Reino Unido
UK_EGCN;1458;2019M01 ;Reino Unido
UK_EGEC;84;2019M01 ;Reino Unido
UK_EGEC;110;2019M01 ;Reino Unido
UK_EGET;39;2019M01 ;Reino Unido
UK_EGET;59;2019M01 ;Reino Unido
UK_EGFF;47;2019M01 ;Reino Unido
UK_EGFF;911;2019M01 ;Reino Unido
UK_EGFF;2136;2019M01 ;Reino Unido
UK_EGFH;563;2019M01 ;Reino Unido
UK_EGGD;86;2019M01 ;Reino Unido
UK_EGGD;4446;2019M01 ;Reino Unido
UK_EGGD;4532;2019M01 ;Reino Unido
UK_EGGP;9;2019M01 ;Reino Unido
UK_EGGP;2534;2019M01 ;Reino Unido
UK_EGGP;3968;2019M01 ;Reino Unido
UK_EGGW;60;2019M01 ;Reino Unido
UK_EGGW;7886;2019M01 ;Reino Unido
UK_EGGW;9805;2019M01 ;Reino Unido
UK_EGHC;406;2019M01 ;Reino Unido
UK_EGHC;602;2019M01 ;Reino Unido
UK_EGHE;450;2019M01 ;Reino Unido
UK_EGHE;552;2019M01 ;Reino Unido
UK_EGHH;22;2019M01 ;Reino Unido
UK_EGHH;228;2019M01 ;Reino Unido
UK_EGHH;2947;2019M01 ;Reino Unido
UK_EGHI;162;2019M01 ;Reino Unido
UK_EGHI;2277;2019M01 ;Reino Unido
UK_EGHI;2679;2019M01 ;Reino Unido
UK_EGHQ;380;2019M01 ;Reino Unido
UK_EGHQ;2517;2019M01 ;Reino Unido
UK_EGKA;3374;2019M01 ;Reino Unido
UK_EGKB;19;2019M01 ;Reino Unido
UK_EGKB;2417;2019M01 ;Reino Unido
UK_EGKK;1890;2019M01 ;Reino Unido
UK_EGKK;17629;2019M01 ;Reino Unido
UK_EGKK;19602;2019M01 ;Reino Unido
UK_EGLC;506;2019M01 ;Reino Unido
UK_EGLC;5854;2019M01 ;Reino Unido
UK_EGLC;6708;2019M01 ;Reino Unido
UK_EGLL;9823;2019M01 ;Reino Unido
UK_EGLL;28236;2019M01 ;Reino Unido
UK_EGLL;38148;2019M01 ;Reino Unido
UK_EGLW;392;2019M01 ;Reino Unido
UK_EGMC;886;2019M01 ;Reino Unido
UK_EGMC;2067;2019M01 ;Reino Unido
UK_EGMD;1;2019M01 ;Reino Unido
UK_EGMD;2283;2019M01 ;Reino Unido
UK_EGNC;835;2019M01 ;Reino Unido
UK_EGNH;336;2019M01 ;Reino Unido
UK_EGNH;2107;2019M01 ;Reino Unido
UK_EGNJ;657;2019M01 ;Reino Unido
UK_EGNJ;1514;2019M01 ;Reino Unido
UK_EGNM;2;2019M01 ;Reino Unido
