rep_airp\time;totalVuelos;periodo;país
FR_LFKJ;3226;2019M09 ;Francia
FR_LFLB;1853;2019M09 ;Francia
FR_LFLC;3100;2019M09 ;Francia
FR_LFLL;10165;2019M09 ;Francia
FR_LFLS;2822;2019M09 ;Francia
FR_LFLW;921;2019M09 ;Francia
FR_LFLX;1245;2019M09 ;Francia
FR_LFMH;2127;2019M09 ;Francia
FR_LFMK;2015;2019M09 ;Francia
FR_LFML;9838;2019M09 ;Francia
FR_LFMN;17911;2019M09 ;Francia
FR_LFMP;4590;2019M09 ;Francia
FR_LFMT;7521;2019M09 ;Francia
FR_LFMU;2596;2019M09 ;Francia
FR_LFOB;2912;2019M09 ;Francia
FR_LFOK;1015;2019M09 ;Francia
FR_LFOT;584;2019M09 ;Francia
FR_LFPB;4941;2019M09 ;Francia
FR_LFPG;45616;2019M09 ;Francia
FR_LFPO;18972;2019M09 ;Francia
FR_LFQQ;2309;2019M09 ;Francia
FR_LFRB;2219;2019M09 ;Francia
FR_LFRD;633;2019M09 ;Francia
FR_LFRG;232;2019M09 ;Francia
FR_LFRH;423;2019M09 ;Francia
FR_LFRK;1953;2019M09 ;Francia
FR_LFRN;4248;2019M09 ;Francia
FR_LFRO;1056;2019M09 ;Francia
FR_LFRQ;744;2019M09 ;Francia
FR_LFRS;6403;2019M09 ;Francia
FR_LFRZ;574;2019M09 ;Francia
FR_LFSB;2032;2019M09 ;Francia
FR_LFSL;200;2019M09 ;Francia
FR_LFST;2539;2019M09 ;Francia
FR_LFTH;1101;2019M09 ;Francia
FR_LFTW;2495;2019M09 ;Francia
FR_SOCA;514;2019M09 ;Francia
FR_SOOA;365;2019M09 ;Francia
FR_TFFF;3054;2019M09 ;Francia
FR_TFFG;906;2019M09 ;Francia
FR_TFFR;2034;2019M09 ;Francia
HR_LDDU;2963;2019M09 ;Croacia
HR_LDOS;403;2019M09 ;Croacia
HR_LDPL;1408;2019M09 ;Croacia
HR_LDRI;313;2019M09 ;Croacia
HR_LDSP;3845;2019M09 ;Croacia
HR_LDZA;4157;2019M09 ;Croacia
HR_LDZD;1364;2019M09 ;Croacia
HU_LHBP;11343;2019M09 ;Hungria
HU_LHDC;550;2019M09 ;Hungria
IE_EICK;4530;2019M09 ;Irlanda
IE_EIDW;21869;2019M09 ;Irlanda
IE_EIKN;728;2019M09 ;Irlanda
IE_EIKY;545;2019M09 ;Irlanda
IE_EINN;2125;2019M09 ;Irlanda
IS_BIAR;13;2019M09 ;Islandia
IS_BIAR;49;2019M09 ;Islandia
IS_BIAR;487;2019M09 ;Islandia
IS_BIAR;549;2019M09 ;Islandia
IS_BIEG;8;2019M09 ;Islandia
IS_BIEG;204;2019M09 ;Islandia
IS_BIEG;212;2019M09 ;Islandia
IS_BIKF;468;2019M09 ;Islandia
IS_BIKF;1144;2019M09 ;Islandia
IS_BIKF;3351;2019M09 ;Islandia
IS_BIKF;4963;2019M09 ;Islandia
IS_BIRK;30;2019M09 ;Islandia
IS_BIRK;225;2019M09 ;Islandia
IS_BIRK;1524;2019M09 ;Islandia
IS_BIRK;1779;2019M09 ;Islandia
IS_BIVM;100;2019M09 ;Islandia
IS_BIVM;100;2019M09 ;Islandia
IT_LIBC;126;2019M09 ;Italia
IT_LIBD;4551;2019M09 ;Italia
IT_LIBP;1175;2019M09 ;Italia
IT_LIBR;2211;2019M09 ;Italia
IT_LICA;2629;2019M09 ;Italia
IT_LICB;242;2019M09 ;Italia
IT_LICC;7469;2019M09 ;Italia
IT_LICD;744;2019M09 ;Italia
IT_LICG;455;2019M09 ;Italia
IT_LICJ;5375;2019M09 ;Italia
IT_LICR;460;2019M09 ;Italia
IT_LICT;450;2019M09 ;Italia
IT_LIEA;1170;2019M09 ;Italia
IT_LIEE;4234;2019M09 ;Italia
IT_LIEO;4192;2019M09 ;Italia
IT_LIMC;27539;2019M09 ;Italia
IT_LIME;9127;2019M09 ;Italia
IT_LIMF;3820;2019M09 ;Italia
IT_LIMJ;2248;2019M09 ;Italia
IT_LIML;96;2019M09 ;Italia
IT_LIMP;189;2019M09 ;Italia
IT_LIMZ;340;2019M09 ;Italia
IT_LIPE;7306;2019M09 ;Italia
IT_LIPH;2082;2019M09 ;Italia
IT_LIPO;1037;2019M09 ;Italia
IT_LIPQ;1411;2019M09 ;Italia
IT_LIPR;644;2019M09 ;Italia
IT_LIPX;3556;2019M09 ;Italia
IT_LIPY;1002;2019M09 ;Italia
IT_LIPZ;9710;2019M09 ;Italia
IT_LIRA;4587;2019M09 ;Italia
IT_LIRF;28124;2019M09 ;Italia
IT_LIRN;8234;2019M09 ;Italia
IT_LIRP;4337;2019M09 ;Italia
IT_LIRQ;3594;2019M09 ;Italia
IT_LIRZ;376;2019M09 ;Italia
LT_EYKA;831;2019M09 ;Lituania
LT_EYPA;480;2019M09 ;Lituania
LT_EYSA;87;2019M09 ;Lituania
LT_EYVI;4267;2019M09 ;Lituania
LU_ELLX;6308;2019M09 ;Luxemburgo
LV_EVRA;7892;2019M09 ;Letonia
MK_LWOH;303;2019M09 ;Macedonia del Norte
MK_LWSK;1848;2019M09 ;Macedonia del Norte
MT_LMML;437;2019M09 ;Malta
MT_LMML;4766;2019M09 ;Malta
MT_LMML;5203;2019M09 ;Malta
NL_EHAM;45248;2019M09 ;Paises Bajos
NL_EHBK;1189;2019M09 ;Paises Bajos
NL_EHEH;4016;2019M09 ;Paises Bajos
NL_EHGG;3281;2019M09 ;Paises Bajos
NL_EHRD;4871;2019M09 ;Paises Bajos
NO_ENAL;1616;2019M09 ;Noruega
NO_ENAN;283;2019M09 ;Noruega
NO_ENAT;835;2019M09 ;Noruega
NO_ENBL;563;2019M09 ;Noruega
NO_ENBN;694;2019M09 ;Noruega
NO_ENBO;3725;2019M09 ;Noruega
NO_ENBR;8655;2019M09 ;Noruega
NO_ENBS;210;2019M09 ;Noruega
NO_ENBV;146;2019M09 ;Noruega
NO_ENCN;1717;2019M09 ;Noruega
NO_ENDU;447;2019M09 ;Noruega
NO_ENEV;957;2019M09 ;Noruega
NO_ENFG;7;2019M09 ;Noruega
NO_ENFL;858;2019M09 ;Noruega
NO_ENGM;23157;2019M09 ;Noruega
NO_ENHD;570;2019M09 ;Noruega
NO_ENHF;891;2019M09 ;Noruega
NO_ENHK;150;2019M09 ;Noruega
NO_ENHV;183;2019M09 ;Noruega
NO_ENKB;948;2019M09 ;Noruega
NO_ENKR;678;2019M09 ;Noruega
NO_ENLK;553;2019M09 ;Noruega
NO_ENMH;200;2019M09 ;Noruega
NO_ENML;662;2019M09 ;Noruega
NO_ENMS;292;2019M09 ;Noruega
NO_ENNA;201;2019M09 ;Noruega
NO_ENNM;270;2019M09 ;Noruega
NO_ENNO;60;2019M09 ;Noruega
NO_ENOL;128;2019M09 ;Noruega
NO_ENOV;515;2019M09 ;Noruega
NO_ENRA;554;2019M09 ;Noruega
NO_ENRM;203;2019M09 ;Noruega
NO_ENRO;119;2019M09 ;Noruega
NO_ENRS;108;2019M09 ;Noruega
NO_ENSB;362;2019M09 ;Noruega
NO_ENSD;233;2019M09 ;Noruega
NO_ENSG;513;2019M09 ;Noruega
NO_ENSH;379;2019M09 ;Noruega
NO_ENSK;521;2019M09 ;Noruega
NO_ENSO;225;2019M09 ;Noruega
NO_ENSR;175;2019M09 ;Noruega
NO_ENSS;216;2019M09 ;Noruega
NO_ENST;372;2019M09 ;Noruega
NO_ENTC;3671;2019M09 ;Noruega
NO_ENTO;1875;2019M09 ;Noruega
NO_ENVA;5228;2019M09 ;Noruega
NO_ENVD;571;2019M09 ;Noruega
NO_ENVR;106;2019M09 ;Noruega
NO_ENZV;6342;2019M09 ;Noruega
PL_EPBY;20;2019M09 ;Polonia
PL_EPBY;290;2019M09 ;Polonia
PL_EPBY;749;2019M09 ;Polonia
PL_EPBY;1059;2019M09 ;Polonia
PL_EPMO;42;2019M09 ;Polonia
PL_EPMO;1393;2019M09 ;Polonia
PL_EPMO;1435;2019M09 ;Polonia
PL_EPWA;1781;2019M09 ;Polonia
PL_EPWA;14829;2019M09 ;Polonia
PL_EPWA;17143;2019M09 ;Polonia
PL_EPWR;229;2019M09 ;Polonia
PL_EPWR;2443;2019M09 ;Polonia
PL_EPWR;3018;2019M09 ;Polonia
PT_LPAZ;256;2019M09 ;Portugal
PT_LPBG;270;2019M09 ;Portugal
PT_LPBJ;40;2019M09 ;Portugal
PT_LPCR;138;2019M09 ;Portugal
PT_LPCS;3585;2019M09 ;Portugal
PT_LPFL;240;2019M09 ;Portugal
PT_LPFR;7026;2019M09 ;Portugal
PT_LPGR;177;2019M09 ;Portugal
PT_LPHR;496;2019M09 ;Portugal
PT_LPLA;1173;2019M09 ;Portugal
PT_LPMA;2100;2019M09 ;Portugal
PT_LPPD;2197;2019M09 ;Portugal
PT_LPPI;324;2019M09 ;Portugal
PT_LPPM;265;2019M09 ;Portugal
PT_LPPR;9109;2019M09 ;Portugal
PT_LPPS;338;2019M09 ;Portugal
PT_LPPT;20005;2019M09 ;Portugal
PT_LPSJ;206;2019M09 ;Portugal
PT_LPVZ;352;2019M09 ;Portugal
RO_LRBC;368;2019M09 ;Rumania
RO_LRBM;93;2019M09 ;Rumania
RO_LRCK;145;2019M09 ;Rumania
RO_LRCL;2455;2019M09 ;Rumania
RO_LRCV;663;2019M09 ;Rumania
RO_LRIA;1066;2019M09 ;Rumania
RO_LROD;194;2019M09 ;Rumania
RO_LROP;11141;2019M09 ;Rumania
RO_LRSB;652;2019M09 ;Rumania
RO_LRSM;169;2019M09 ;Rumania
RO_LRSV;377;2019M09 ;Rumania
RO_LRTM;142;2019M09 ;Rumania
RO_LRTR;1572;2019M09 ;Rumania
RS_LYBE;6919;2019M09 ;Serbia
RS_LYNI;476;2019M09 ;Serbia
SE_ESDF;559;2019M09 ;Suecia
SE_ESGG;6365;2019M09 ;Suecia
SE_ESGJ;676;2019M09 ;Suecia
SE_ESGT;385;2019M09 ;Suecia
SE_ESKN;1771;2019M09 ;Suecia
SE_ESMK;456;2019M09 ;Suecia
SE_ESMQ;773;2019M09 ;Suecia
SE_ESMS;2719;2019M09 ;Suecia
SE_ESMT;405;2019M09 ;Suecia
SE_ESMX;537;2019M09 ;Suecia
SE_ESNG;281;2019M09 ;Suecia
SE_ESNL;203;2019M09 ;Suecia
SE_ESNN;526;2019M09 ;Suecia
SE_ESNO;242;2019M09 ;Suecia
SE_ESNQ;335;2019M09 ;Suecia
SE_ESNS;389;2019M09 ;Suecia
SE_ESNU;1702;2019M09 ;Suecia
SE_ESNV;98;2019M09 ;Suecia
SE_ESNX;212;2019M09 ;Suecia
SE_ESNZ;1050;2019M09 ;Suecia
SE_ESOE;420;2019M09 ;Suecia
SE_ESOK;432;2019M09 ;Suecia
SE_ESOW;1405;2019M09 ;Suecia
SE_ESPA;1307;2019M09 ;Suecia
SE_ESSA;21432;2019M09 ;Suecia
SE_ESSB;5024;2019M09 ;Suecia
SE_ESSD;420;2019M09 ;Suecia
SE_ESSL;633;2019M09 ;Suecia
SE_ESSP;477;2019M09 ;Suecia
SE_ESSV;1311;2019M09 ;Suecia
SE_ESTA;834;2019M09 ;Suecia
SI_LJLJ;2967;2019M09 ;Eslovenia
SK_LZIB;2997;2019M09 ;Eslovaquia
SK_LZKZ;1903;2019M09 ;Eslovaquia
SK_LZSL;144;2019M09 ;Eslovaquia
SK_LZTT;311;2019M09 ;Eslovaquia
TR_LTAC;8051;2019M09 ;Turquia
TR_LTAF;3375;2019M09 ;Turquia
TR_LTAI;26610;2019M09 ;Turquia
TR_LTAJ;1438;2019M09 ;Turquia
TR_LTAL;68;2019M09 ;Turquia
TR_LTAN;615;2019M09 ;Turquia
TR_LTAP;98;2019M09 ;Turquia
TR_LTAR;600;2019M09 ;Turquia
TR_LTAS;76;2019M09 ;Turquia
TR_LTAT;399;2019M09 ;Turquia
TR_LTAU;1346;2019M09 ;Turquia
TR_LTAW;63;2019M09 ;Turquia
TR_LTAY;408;2019M09 ;Turquia
TR_LTAZ;1238;2019M09 ;Turquia
TR_LTBA;3229;2019M09 ;Turquia
TR_LTBD;2378;2019M09 ;Turquia
TR_LTBF;10;2019M09 ;Turquia
TR_LTBH;625;2019M09 ;Turquia
TR_LTBJ;7369;2019M09 ;Turquia
TR_LTBO;1297;2019M09 ;Turquia
TR_LTBQ;119;2019M09 ;Turquia
TR_LTBR;502;2019M09 ;Turquia
TR_LTBS;5446;2019M09 ;Turquia
TR_LTBU;3405;2019M09 ;Turquia
TR_LTBY;559;2019M09 ;Turquia
TR_LTBZ;84;2019M09 ;Turquia
TR_LTCA;558;2019M09 ;Turquia
TR_LTCB;749;2019M09 ;Turquia
TR_LTCC;992;2019M09 ;Turquia
TR_LTCD;228;2019M09 ;Turquia
TR_LTCE;514;2019M09 ;Turquia
TR_LTCF;230;2019M09 ;Turquia
TR_LTCG;2321;2019M09 ;Turquia
TR_LTCI;674;2019M09 ;Turquia
TR_LTCJ;239;2019M09 ;Turquia
TR_LTCK;190;2019M09 ;Turquia
TR_LTCL;26;2019M09 ;Turquia
TR_LTCM;188;2019M09 ;Turquia
TR_LTCN;181;2019M09 ;Turquia
TR_LTCO;172;2019M09 ;Turquia
TR_LTCP;166;2019M09 ;Turquia
TR_LTCR;252;2019M09 ;Turquia
TR_LTCS;438;2019M09 ;Turquia
TR_LTCT;167;2019M09 ;Turquia
TR_LTCU;114;2019M09 ;Turquia
TR_LTCV;206;2019M09 ;Turquia
TR_LTCW;132;2019M09 ;Turquia
TR_LTDA;682;2019M09 ;Turquia
TR_LTFC;2975;2019M09 ;Turquia
TR_LTFD;2493;2019M09 ;Turquia
TR_LTFE;4641;2019M09 ;Turquia
TR_LTFG;928;2019M09 ;Turquia
TR_LTFH;1478;2019M09 ;Turquia
TR_LTFJ;20664;2019M09 ;Turquia
TR_LTFK;2;2019M09 ;Turquia
TR_LTFM;38276;2019M09 ;Turquia
UK_EGAA;7;2019M09 ;Reino Unido
UK_EGAA;4314;2019M09 ;Reino Unido
UK_EGAA;4787;2019M09 ;Reino Unido
UK_EGAC;2925;2019M09 ;Reino Unido
UK_EGAC;3020;2019M09 ;Reino Unido
UK_EGAE;274;2019M09 ;Reino Unido
UK_EGAE;719;2019M09 ;Reino Unido
UK_EGBB;644;2019M09 ;Reino Unido
UK_EGBB;8819;2019M09 ;Reino Unido
UK_EGBB;10020;2019M09 ;Reino Unido
UK_EGBE;2611;2019M09 ;Reino Unido
UK_EGBJ;5921;2019M09 ;Reino Unido
UK_EGCC;1766;2019M09 ;Reino Unido
UK_EGCC;16992;2019M09 ;Reino Unido
UK_EGCC;19247;2019M09 ;Reino Unido
UK_EGCN;17;2019M09 ;Reino Unido
UK_EGCN;1064;2019M09 ;Reino Unido
UK_EGCN;2188;2019M09 ;Reino Unido
UK_EGEC;94;2019M09 ;Reino Unido
UK_EGEC;126;2019M09 ;Reino Unido
UK_EGET;94;2019M09 ;Reino Unido
UK_EGET;124;2019M09 ;Reino Unido
UK_EGFF;63;2019M09 ;Reino Unido
UK_EGFF;1553;2019M09 ;Reino Unido
UK_EGFF;2958;2019M09 ;Reino Unido
UK_EGGD;79;2019M09 ;Reino Unido
UK_EGGD;6135;2019M09 ;Reino Unido
UK_EGGD;7007;2019M09 ;Reino Unido
UK_EGGP;24;2019M09 ;Reino Unido
UK_EGGP;3022;2019M09 ;Reino Unido
UK_EGGP;5042;2019M09 ;Reino Unido
UK_EGGW;256;2019M09 ;Reino Unido
UK_EGGW;10267;2019M09 ;Reino Unido
UK_EGGW;13011;2019M09 ;Reino Unido
UK_EGHC;756;2019M09 ;Reino Unido
UK_EGHC;953;2019M09 ;Reino Unido
UK_EGHE;1033;2019M09 ;Reino Unido
UK_EGHE;1178;2019M09 ;Reino Unido
UK_EGHH;13;2019M09 ;Reino Unido
UK_EGHH;539;2019M09 ;Reino Unido
UK_EGHH;3647;2019M09 ;Reino Unido
UK_EGHI;294;2019M09 ;Reino Unido
UK_EGHI;2546;2019M09 ;Reino Unido
UK_EGHI;3190;2019M09 ;Reino Unido
UK_EGHQ;799;2019M09 ;Reino Unido
UK_EGHQ;2814;2019M09 ;Reino Unido
UK_EGKA;4590;2019M09 ;Reino Unido
UK_EGKB;36;2019M09 ;Reino Unido
UK_EGKB;3886;2019M09 ;Reino Unido
UK_EGKK;2287;2019M09 ;Reino Unido
UK_EGKK;23761;2019M09 ;Reino Unido
UK_EGKK;26081;2019M09 ;Reino Unido
UK_EGLC;424;2019M09 ;Reino Unido
UK_EGLC;6490;2019M09 ;Reino Unido
UK_EGLC;7394;2019M09 ;Reino Unido
UK_EGLL;10026;2019M09 ;Reino Unido
UK_EGLL;29405;2019M09 ;Reino Unido
UK_EGLL;39507;2019M09 ;Reino Unido
UK_EGLW;817;2019M09 ;Reino Unido
UK_EGMC;70;2019M09 ;Reino Unido
UK_EGMC;1825;2019M09 ;Reino Unido
UK_EGMC;3184;2019M09 ;Reino Unido
UK_EGMD;1;2019M09 ;Reino Unido
UK_EGMD;2087;2019M09 ;Reino Unido
UK_EGNC;993;2019M09 ;Reino Unido
UK_EGNH;397;2019M09 ;Reino Unido
UK_EGNH;3038;2019M09 ;Reino Unido
UK_EGNJ;605;2019M09 ;Reino Unido
UK_EGNJ;1453;2019M09 ;Reino Unido
UK_EGNM;31;2019M09 ;Reino Unido
UK_EGNM;3150;2019M09 ;Reino Unido
UK_EGNM;3592;2019M09 ;Reino Unido
UK_EGNR;1310;2019M09 ;Reino Unido
UK_EGNT;102;2019M09 ;Reino Unido
UK_EGNT;3958;2019M09 ;Reino Unido
UK_EGNT;4978;2019M09 ;Reino Unido
UK_EGNV;314;2019M09 ;Reino Unido
UK_EGNV;1651;2019M09 ;Reino Unido
UK_EGNX;235;2019M09 ;Reino Unido
UK_EGNX;5404;2019M09 ;Reino Unido
UK_EGNX;6830;2019M09 ;Reino Unido
UK_EGPA;978;2019M09 ;Reino Unido
UK_EGPA;1213;2019M09 ;Reino Unido
UK_EGPB;1261;2019M09 ;Reino Unido
UK_EGPB;1627;2019M09 ;Reino Unido
UK_EGPC;118;2019M09 ;Reino Unido
UK_EGPC;313;2019M09 ;Reino Unido
UK_EGPD;254;2019M09 ;Reino Unido
UK_EGPD;6408;2019M09 ;Reino Unido
UK_EGPD;7939;2019M09 ;Reino Unido
UK_EGPE;1;2019M09 ;Reino Unido
UK_EGPE;1250;2019M09 ;Reino Unido
UK_EGPE;3195;2019M09 ;Reino Unido
UK_EGPF;452;2019M09 ;Reino Unido
UK_EGPF;6915;2019M09 ;Reino Unido
UK_EGPF;8550;2019M09 ;Reino Unido
UK_EGPH;803;2019M09 ;Reino Unido
UK_EGPH;10739;2019M09 ;Reino Unido
UK_EGPH;11889;2019M09 ;Reino Unido
UK_EGPI;194;2019M09 ;Reino Unido
UK_EGPI;306;2019M09 ;Reino Unido
UK_EGPK;5;2019M09 ;Reino Unido
UK_EGPK;492;2019M09 ;Reino Unido
UK_EGPK;1643;2019M09 ;Reino Unido
UK_EGPL;156;2019M09 ;Reino Unido
UK_EGPL;271;2019M09 ;Reino Unido
UK_EGPM;347;2019M09 ;Reino Unido
UK_EGPM;351;2019M09 ;Reino Unido
UK_EGPN;3;2019M09 ;Reino Unido
UK_EGPN;109;2019M09 ;Reino Unido
UK_EGPN;4263;2019M09 ;Reino Unido
UK_EGPO;482;2019M09 ;Reino Unido
UK_EGPO;754;2019M09 ;Reino Unido
UK_EGPR;112;2019M09 ;Reino Unido
UK_EGPR;120;2019M09 ;Reino Unido
UK_EGPU;137;2019M09 ;Reino Unido
UK_EGPU;155;2019M09 ;Reino Unido
UK_EGSC;1620;2019M09 ;Reino Unido
UK_EGSH;8;2019M09 ;Reino Unido
UK_EGSH;1738;2019M09 ;Reino Unido
UK_EGSH;2918;2019M09 ;Reino Unido
UK_EGSS;1209;2019M09 ;Reino Unido
UK_EGSS;15397;2019M09 ;Reino Unido
UK_EGSS;17768;2019M09 ;Reino Unido
UK_EGTE;12;2019M09 ;Reino Unido
UK_EGTE;1348;2019M09 ;Reino Unido
UK_EGTE;4192;2019M09 ;Reino Unido
UK_EGTK;4396;2019M09 ;Reino Unido
BG_LBBG;116;2020M01 ;Bulgaria
BG_LBPD;194;2020M01 ;Bulgaria
BG_LBSF;4766;2020M01 ;Bulgaria
BG_LBWN;636;2020M01 ;Bulgaria
CY_LCLK;3981;2020M01 ;Chipre
CY_LCPH;1069;2020M01 ;Chipre
CZ_LKKV;477;2020M01 ;Republica Checa
CZ_LKMT;1079;2020M01 ;Republica Checa
CZ_LKPD;115;2020M01 ;Republica Checa
CZ_LKPR;9545;2020M01 ;Republica Checa
CZ_LKTB;1275;2020M01 ;Republica Checa
DK_EKAH;1094;2020M01 ;Dinamarca
DK_EKBI;4161;2020M01 ;Dinamarca
DK_EKCH;19113;2020M01 ;Dinamarca
DK_EKEB;843;2020M01 ;Dinamarca
DK_EKKA;409;2020M01 ;Dinamarca
DK_EKRK;3388;2020M01 ;Dinamarca
DK_EKRN;464;2020M01 ;Dinamarca
DK_EKSB;392;2020M01 ;Dinamarca
DK_EKTS;84;2020M01 ;Dinamarca
DK_EKYT;1907;2020M01 ;Dinamarca
EE_EETN;2912;2020M01 ;Estonia
EL_LGAL;244;2020M01 ;Grecia
EL_LGAV;17806;2020M01 ;Grecia
EL_LGBL;2;2020M01 ;Grecia
EL_LGHI;342;2020M01 ;Grecia
EL_LGIK;68;2020M01 ;Grecia
EL_LGIO;160;2020M01 ;Grecia
EL_LGIR;982;2020M01 ;Grecia
EL_LGKA;26;2020M01 ;Grecia
EL_LGKC;36;2020M01 ;Grecia
EL_LGKF;112;2020M01 ;Grecia
EL_LGKJ;24;2020M01 ;Grecia
EL_LGKL;38;2020M01 ;Grecia
EL_LGKO;298;2020M01 ;Grecia
EL_LGKP;104;2020M01 ;Grecia
EL_LGKR;278;2020M01 ;Grecia
EL_LGKS;26;2020M01 ;Grecia
EL_LGKV;86;2020M01 ;Grecia
EL_LGKY;50;2020M01 ;Grecia
EL_LGKZ;26;2020M01 ;Grecia
EL_LGLE;60;2020M01 ;Grecia
EL_LGLM;186;2020M01 ;Grecia
EL_LGMK;130;2020M01 ;Grecia
EL_LGML;64;2020M01 ;Grecia
EL_LGMT;454;2020M01 ;Grecia
EL_LGNX;106;2020M01 ;Grecia
EL_LGPA;96;2020M01 ;Grecia
EL_LGPL;46;2020M01 ;Grecia
EL_LGPZ;45;2020M01 ;Grecia
EL_LGRP;478;2020M01 ;Grecia
EL_LGRX;2;2020M01 ;Grecia
EL_LGSA;448;2020M01 ;Grecia
EL_LGSK;44;2020M01 ;Grecia
EL_LGSM;278;2020M01 ;Grecia
EL_LGSO;40;2020M01 ;Grecia
EL_LGSR;456;2020M01 ;Grecia
EL_LGST;60;2020M01 ;Grecia
EL_LGSY;47;2020M01 ;Grecia
EL_LGTS;3627;2020M01 ;Grecia
EL_LGZA;98;2020M01 ;Grecia
ES_GCFV;11;2020M01 ;España
ES_GCFV;1281;2020M01 ;España
ES_GCFV;2341;2020M01 ;España
ES_GCFV;3633;2020M01 ;España
ES_GCGM;166;2020M01 ;España
ES_GCGM;166;2020M01 ;España
ES_GCHI;172;2020M01 ;España
ES_GCHI;292;2020M01 ;España
ES_GCHI;464;2020M01 ;España
ES_GCLA;809;2020M01 ;España
ES_GCLA;1066;2020M01 ;España
ES_GCLA;1875;2020M01 ;España
ES_GCLP;17;2020M01 ;España
ES_GCLP;3214;2020M01 ;España
ES_GCLP;7347;2020M01 ;España
ES_GCLP;10578;2020M01 ;España
ES_GCRR;14;2020M01 ;España
ES_GCRR;1182;2020M01 ;España
ES_GCRR;3307;2020M01 ;España
ES_GCRR;4503;2020M01 ;España
ES_GCTS;55;2020M01 ;España
ES_GCTS;852;2020M01 ;España
ES_GCTS;5069;2020M01 ;España
ES_GCTS;5976;2020M01 ;España
ES_GCXO;1;2020M01 ;España
ES_GCXO;2676;2020M01 ;España
ES_GCXO;3317;2020M01 ;España
ES_GCXO;5994;2020M01 ;España
ES_GECT;680;2020M01 ;España
ES_GECT;680;2020M01 ;España
ES_GEML;2;2020M01 ;España
ES_GEML;192;2020M01 ;España
ES_GEML;536;2020M01 ;España
ES_GEML;730;2020M01 ;España
ES_LEAG;324;2020M01 ;España
ES_LEAG;324;2020M01 ;España
ES_LEAL;15;2020M01 ;España
ES_LEAL;710;2020M01 ;España
ES_LEAL;4680;2020M01 ;España
ES_LEAL;5405;2020M01 ;España
ES_LEAM;2;2020M01 ;España
ES_LEAM;134;2020M01 ;España
ES_LEAM;447;2020M01 ;España
ES_LEAM;583;2020M01 ;España
ES_LEAS;8;2020M01 ;España
ES_LEAS;12;2020M01 ;España
ES_LEAS;910;2020M01 ;España
ES_LEAS;930;2020M01 ;España
ES_LEBB;15;2020M01 ;España
ES_LEBB;421;2020M01 ;España
ES_LEBB;2926;2020M01 ;España
ES_LEBB;3362;2020M01 ;España
ES_LEBL;76;2020M01 ;España
ES_LEBL;3564;2020M01 ;España
ES_LEBL;19762;2020M01 ;España
ES_LEBL;23402;2020M01 ;España
ES_LEBZ;12;2020M01 ;España
ES_LEBZ;84;2020M01 ;España
ES_LEBZ;168;2020M01 ;España
ES_LEBZ;264;2020M01 ;España
ES_LECO;7;2020M01 ;España
ES_LECO;74;2020M01 ;España
ES_LECO;1221;2020M01 ;España
ES_LECO;1302;2020M01 ;España
ES_LEGE;53;2020M01 ;España
ES_LEGE;281;2020M01 ;España
ES_LEGE;541;2020M01 ;España
ES_LEGE;875;2020M01 ;España
ES_LEGR;17;2020M01 ;España
ES_LEGR;289;2020M01 ;España
ES_LEGR;712;2020M01 ;España
ES_LEGR;1018;2020M01 ;España
ES_LEIB;64;2020M01 ;España
ES_LEIB;560;2020M01 ;España
ES_LEIB;1610;2020M01 ;España
ES_LEIB;2234;2020M01 ;España
ES_LEJR;15;2020M01 ;España
ES_LEJR;49;2020M01 ;España
ES_LEJR;2911;2020M01 ;España
ES_LEJR;2975;2020M01 ;España
ES_LELN;4;2020M01 ;España
ES_LELN;66;2020M01 ;España
ES_LELN;70;2020M01 ;España
ES_LEMD;244;2020M01 ;España
ES_LEMD;7552;2020M01 ;España
ES_LEMD;25496;2020M01 ;España
ES_LEMD;33292;2020M01 ;España
ES_LEMG;131;2020M01 ;España
ES_LEMG;1221;2020M01 ;España
ES_LEMG;7049;2020M01 ;España
ES_LEMG;8401;2020M01 ;España
ES_LEMH;6;2020M01 ;España
ES_LEMH;478;2020M01 ;España
ES_LEMH;599;2020M01 ;España
ES_LEMH;1083;2020M01 ;España
ES_LEPA;100;2020M01 ;España
ES_LEPA;1086;2020M01 ;España
ES_LEPA;6469;2020M01 ;España
ES_LEPA;7655;2020M01 ;España
ES_LEPP;16;2020M01 ;España
ES_LEPP;172;2020M01 ;España
ES_LEPP;221;2020M01 ;España
ES_LEPP;409;2020M01 ;España
ES_LERJ;6;2020M01 ;España
ES_LERJ;28;2020M01 ;España
ES_LERJ;34;2020M01 ;España
ES_LERJ;68;2020M01 ;España
ES_LERS;6;2020M01 ;España
ES_LERS;34;2020M01 ;España
ES_LERS;835;2020M01 ;España
ES_LERS;875;2020M01 ;España
ES_LESO;31;2020M01 ;España
ES_LESO;76;2020M01 ;España
ES_LESO;288;2020M01 ;España
ES_LESO;395;2020M01 ;España
ES_LEST;7;2020M01 ;España
ES_LEST;199;2020M01 ;España
ES_LEST;1197;2020M01 ;España
ES_LEST;1403;2020M01 ;España
ES_LEVC;100;2020M01 ;España
ES_LEVC;1364;2020M01 ;España
ES_LEVC;4001;2020M01 ;España
ES_LEVC;5465;2020M01 ;España
ES_LEVD;60;2020M01 ;España
ES_LEVD;127;2020M01 ;España
ES_LEVD;187;2020M01 ;España
ES_LEVT;4;2020M01 ;España
