rep_airp.time,periodo,fecha,mes,year,date,pais,totalVuelos,Aeropuerto
UK_EGLL,2019M04,1/4/2019,4,2019,1/4/2019,Reino Unido,9677,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M04,1/4/2019,4,2019,1/4/2019,Reino Unido,30738,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M04,1/4/2019,4,2019,1/4/2019,Reino Unido,40514,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M05,1/5/2019,5,2019,1/5/2019,Reino Unido,9878,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M05,1/5/2019,5,2019,1/5/2019,Reino Unido,31933,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M05,1/5/2019,5,2019,1/5/2019,Reino Unido,41862,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M06,1/6/2019,6,2019,1/6/2019,Reino Unido,10003,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M06,1/6/2019,6,2019,1/6/2019,Reino Unido,31069,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M06,1/6/2019,6,2019,1/6/2019,Reino Unido,41158,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M07,1/7/2019,7,2019,1/7/2019,Reino Unido,10452,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M07,1/7/2019,7,2019,1/7/2019,Reino Unido,32147,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M07,1/7/2019,7,2019,1/7/2019,Reino Unido,42669,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M08,1/8/2019,8,2019,1/8/2019,Reino Unido,10489,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M08,1/8/2019,8,2019,1/8/2019,Reino Unido,31963,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M08,1/8/2019,8,2019,1/8/2019,Reino Unido,42528,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M09,1/9/2019,9,2019,1/9/2019,Reino Unido,10026,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M09,1/9/2019,9,2019,1/9/2019,Reino Unido,29405,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2019M09,1/9/2019,9,2019,1/9/2019,Reino Unido,39507,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M01,1/1/2020,1,2020,1/1/2020,Reino Unido,9676,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M01,1/1/2020,1,2020,1/1/2020,Reino Unido,28432,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M01,1/1/2020,1,2020,1/1/2020,Reino Unido,38177,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M02,1/2/2020,2,2020,1/2/2020,Reino Unido,7328,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
