rep_airp.time,periodo,fecha,mes,year,date,pais,totalVuelos,Aeropuerto
UK_EGLL,2020M02,1/2/2020,2,2020,1/2/2020,Reino Unido,29214,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M02,1/2/2020,2,2020,1/2/2020,Reino Unido,36615,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M03,1/3/2020,3,2020,1/3/2020,Reino Unido,5646,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M03,1/3/2020,3,2020,1/3/2020,Reino Unido,22128,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M03,1/3/2020,3,2020,1/3/2020,Reino Unido,27861,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M04,1/4/2020,4,2020,1/4/2020,Reino Unido,1224,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M04,1/4/2020,4,2020,1/4/2020,Reino Unido,4011,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M04,1/4/2020,4,2020,1/4/2020,Reino Unido,5272,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M05,1/5/2020,5,2020,1/5/2020,Reino Unido,1249,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M05,1/5/2020,5,2020,1/5/2020,Reino Unido,5449,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M05,1/5/2020,5,2020,1/5/2020,Reino Unido,6744,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M06,1/6/2020,6,2020,1/6/2020,Reino Unido,1543,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M06,1/6/2020,6,2020,1/6/2020,Reino Unido,5848,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M06,1/6/2020,6,2020,1/6/2020,Reino Unido,7449,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M07,1/7/2020,7,2020,1/7/2020,Reino Unido,2637,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M07,1/7/2020,7,2020,1/7/2020,Reino Unido,9509,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M07,1/7/2020,7,2020,1/7/2020,Reino Unido,12198,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M08,1/8/2020,8,2020,1/8/2020,Reino Unido,3292,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M08,1/8/2020,8,2020,1/8/2020,Reino Unido,12131,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M08,1/8/2020,8,2020,1/8/2020,Reino Unido,15477,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M09,1/9/2020,9,2020,1/9/2020,Reino Unido,3209,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M09,1/9/2020,9,2020,1/9/2020,Reino Unido,11437,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
UK_EGLL,2020M09,1/9/2020,9,2020,1/9/2020,Reino Unido,14690,"Aeropuerto Internacional de Londres Heathrow
Aeropuerto de Londres-Heathrow"
